short_description,cmdb_ci
6401040121522 - Request for new business documents patch,AFE
Address Discrepancies in TW//MAC 8001080000079,MAC - MAPFRE Admin Center
8001010030834 Pre-Renw Tech control 9955_Veh Usage not eligible for PP policy,TronWeb - Issue
6401040117124_trying to endr recd error:  TRN-20074:  DOCUMENT RETAINED FOR TECHNICAL CONTROL [a2990700];,TronWeb - Issue
***Job EM000605 ended abnormally. 07/17/19 01:20:12.,AS400A
test site (User: AFEMKFL) is not connecting with Lexis Nexis,AFE
TW Claim 52040719000619 is synced to deleted risk 8 but needs to be changed to risk 13,TronWeb - Claims
Unable to issue payment on claim# 52010718000201,MAC - MAPFRE Admin Center
8006010032815  - Request for new business documents patch,AFE
New Problem/Polo Insurance Services/CA/AFE/0104646011369 - calc premium keeps spinning,AFE
5201070018493_Patch for Canada Address Needed,TronWeb - Issue
5201070019709_zip code should be reflected as Seminole County rather than Orange County,TronWeb - Issue
Submit proof of insurance to the DMV for policy:  6401040115833  ,TronWeb - Interface
8001010069596 CHen_ TC 9588 for Ineligible Veh fired during a cancellation transaction ,TronWeb - Issue
***Job GC00400 ended abnormally. 07/18/19 04:08:42.,AS400A
5201070019242 - Auto reform not correct_Credit applied when should have been a Charge,TronWeb - Issue
5201070019624 JOELSON FAGUNDES - PREMIUM WENT UP $36.81 WHEN PROCESSING ENDORSEMENT,TronWeb - Issue
MMAGC01680     MMAGC00425 REPORTS,TronWeb - Reports
6401020012337_Triggered Non Renwal but failed to issue notice to the insured; P#2,TronWeb - Print
Tronweb Invoices not generating,TronWeb - Treasury
NOTICE TO DMV 8001010067555.xlsm,TronWeb - Interface
"8001010065689 - Cab and chassis are ineligible vehicles, hard edit did not fire in AFE to prevent endor bind",AFE
6401040044164 has a balance of $67.42 however the MAPFRE COLLECTION SYSTEM MCS shows a balance of $26.65,MCS - MAPFRE Collections System
Paybill - unable to take payments; Policy LJ3874 ,AFE
STAT - TRONWEB ISO DWELLING FIRE MISSING OS LOSS 6-2019,TronWeb - Reports
"New Problem/ PA AP 5.2/PA050493/Ephrata Insurance, LLC./8001080009805 - errored after bind & no docs produced",Enterprise Acord Web Services
bill plan change error 6401040121174,TronWeb - Issue
***Job W_TS00920 ended abnormally. 07/22/19 03:53:49.,AS400A
Update of Executive Dashboards,Dashboard
Having an issue printing TronWeb refund checks - she released the job but nothing is printing,TronWeb - Print
8004010005163 - on treasury report,NCL Cover-All - Issue
8006020000887 - TC 4128_Cov A incr over 650k Firing in error,TronWeb - Issue
Unable to print co 80 tronweb checks - error occurred - quit or suspend see attached,TronWeb - Print
Tronweb Incorrect Receipt amount - 8006010024562,TronWeb - Treasury
Tronweb Incorrect Receipt amount - 8006010024562,TronWeb - Issue
New Problem/J Philip Chubb/ 8001010071775/CA/AFE/DSS email link errors for client gets page display error.,AFE
claims batch print screen - mma trn-20000003 error has occured;ora-20001,TronWeb - Print
***Job GC01022 ended abnormally. 07/22/19 16:12:57.,AS400A
New Problem / Tatsuno / CA / AFE / 6401050007758 / Agent is unable to change mileage for the renewal on the website,AFE
***Job GC01022 ended abnormally. 07/22/19 19:16:48.,AS400A
EZlynx - Communication Error with the Rater:  0106801047579ORA20000:  [EA_K_TECH_CTRL_106_MMA.P_FINISH_BUTTON] _ RAP Engine Error,TronWeb - Issue
New Problem / Martplan / 8001010071810 / CA / AFE / AFE premium differs than the premium on the app,AFE
"TW Claim 64010419001768 is synced to voided end 10, please patch to sync to end 7 to fix",TronWeb - Claims
"TW Claim 80040119000123 is synced to risk 10 but UW changed the risk, please sync the claim to risk 12 to fix",TronWeb - Claims
52061600008760 ROBERT HESS_Policy in Provisional,TronWeb - Issue
8006010032350_TC 4101_ Occupation Selected/Changed to Self Employed,AFE
5201070008828-Payment order did not generate,TronWeb - Treasury
Claim 80010618001151_Unable to open a suffix for Company 80 Claim in MAC,TronWeb - Claims
Fischer Insurance - 3145,TronWeb - Issue
"6401020016608 / PECHY_MANUAL RENEWAL ERROR - ""– BANK DETAILS REQUIRED FOR DIRECT DEBIT PAYMENT METHOD",TronWeb - Issue
Tron Web platform - policy # 6401040047300,MCS - MAPFRE Collections System
CL# 80010819000869 - MAC/TW NOT SHOWING COL CVG RESTRICTING ME FROM OPENING SUFFIX,MAC - MAPFRE Admin Center
not getting the cashier closing box,TronWeb - Print
"Agent is getting an error message, when canceling a policy: 6401020053504ORA-20005: INVALID ENTRY, fec_vcto_spto 3",TronWeb - Issue
Refund Check sent to wrong Mailing Address Issue 8001080000463,TronWeb - Print
***Job FTPEFTSW80 ended abnormally. 07/23/19 23:48:24.,AS400A
Deutsche Bank PROCESS:Deutsche Bank file has some Invalid/Duplicate Payments 23-JUL-19 for Company 80,AS400A
"Enhancement - Display the second named insured, and add driver's license state",MCS - MAPFRE Collections System
"Teslas- Luis insurance_FL NB quote 0107522965897 is being declined due to a high value vehicle, but agent has Authority",AFE
8006010032773 - Error while opening CLUE Report in ECM,AFE
Canada Zip Code information needs to be added to the Third Parties Routine system for TW 52,TronWeb - Issue
FW: YOUR CW AUTO POL 6401050007758; OSAMU AND MINAKO AKAHOSHI,TronWeb - Print
New Problem/Holder Insurance Agency/FL019534/5201070015265 - AJAX error,AFE
6401040019417_Unique Constraint Error trying to Manually Renew,TronWeb - Issue
Proof of Insurance 6401040022252,TronWeb - Interface
"Check printer - not wrking, no error HP 170.3.1.9 AZ_checkingP1",TronWeb - Print
Splunk Alert: AFE SQL Exception Error,Network Hardware - Generic
TW job OFACDCOM80 (last job in group P_OFAC80) is running very long,AS400A
***Job FTPRCARFAX ended abnormally. 07/25/19 05:48:11.,AS400A
***Job FTPRCARFAX ended abnormally. 07/25/19 06:26:20.,AS400A
***Job SNDHST80 ended abnormally. 07/25/19 07:04:47.,AS400A
***Job CRTIVANS64 ended abnormally. 07/25/19 07:04:46.,AS400A
***Job FTPMYRRPDF ended abnormally. 07/25/19 07:05:04.,AS400A
The alert condition for 'AFE SQL Exception Error 08003 17008' was triggered. 'Production Host Alert,Network Hardware - Generic
8001060008067_driver deleted off the policy in 2018 but system is continuing to pull MVR's for them,TronWeb - Issue
unable to open tronweb system,TronWeb - Issue
Fireline greater than 3 not referring in time AZ 8006060000105,TronWeb - Issue
Premium discrepancy,TronWeb - Issue
unable to open tronweb system (duplicat to INC1683256),TronWeb - Issue
FW: PA Unacceptable Risk Surcharge on home,TronWeb - Issue
GAVE GOOD STUDENT DISCOUNT TO TIMOTHY NO CREDIT POSTED,TronWeb - Issue
LexisNexis Quarterly Connectivity Exercise 07/28/2019,Network
"New problem/FL032448/Spickelmier & Associates, LLC dba Spickelmeir Insurance Agency/0107522958837 - error in bind",AFE
0104646284154 - Slowness identified in vehicle screen,AFE
80010618000763_Claim Payment Transfer did not go into Audit TC,TronWeb - Claims
INC1676460 / 8006010030350,TronWeb - Print
PIP losses on renewal,TronWeb - Issue
0101804243785 - Error in bind after confirmed payment,AFE
Pre-inspection form went out w/ Revised Dec on Endors_PII flipped from W to Y on endors,TronWeb - Issue
***Job W_TS00010 ended abnormally. 07/29/19 02:47:36.,AS400A
***Job W_TS00010 ended abnormally. 07/29/19 03:05:24.,AS400A
" Request for new business documents patch Ochsenknecht, Melody  to: IT Service Desk/cgi 07/26/2019 08:17 PM Hide Details  From: ""Ochsenknecht, Melody"" <MOchsenk",AFE
AZ_FL Car Ride Share - Option Not Displaying Correctly on ENDR Summary and Confirmation,AFE
"Please put report  MMAGC01960  for  the ""Process Date""  of  7/27 in ECMViewer.             thank you",TronWeb - Reports
Accuity (OFAC) - user CLINK lacks CREATE SESSION privilege; logon denied MMAD04,OFAC
6401050006021 Kanamori_Request for POI,TronWeb - Interface
FW: 6401040115800_error that the policy is not eligible for a bill plan change,TronWeb - Issue
8006010032595_Changing Purch Year and getting 'OTC Cov is Mandatory' error,TronWeb - Issue
Tronweb Issue OTC Error ,TronWeb - Issue
Proof of Insurance to DMV 8001010069686 Johnathan Jensen  ,TronWeb - Interface
80080319000236 - MAC unable to issue check error code you haven't been able to be added to the table,MAC - MAPFRE Admin Center
Tronweb AZ Home Rating Discrepancies - Base Coverage Limit Factors,TronWeb - Issue
80060419000063 - Unable to open coverage C for an AZ policy.,TronWeb - Claims
"New Problem/Agents United, LLC/CA038901/0101804243785 - error in bind - no error message",TronWeb - Issue
8004010005163 - on treasury report,NCL Cover-All - Issue
Request for new business documents patch - 5201070019744,AFE
New Problem / Doris Erica Mintz / Policy#8001060004446 / AZ /AFE / DSS ERROR WHEN PROCESSING ENDORSEMENT,AFE
8001010071865 - manual policy ,TronWeb - Print
Submit SR22 to the DMV for Driver 6401030040763,TronWeb - Interface
New Problem / Gladstone / 6401040084202 / CA / AFE / Endt adding a lienholder decreses the premium,AFE
***Job MMAEM02221 ended abnormally. 07/31/19 07:45:05.,AS400A
5201070004103_Voided the 2018 renewal in error _adding it back and getting Error (BLOCKED),TronWeb - Issue
Please put MMAGC01110 for the Process Date of  7/30 in ECMVIEWER.   Thanks you,TronWeb - Reports
5201070011710/FL/AFE/Endorsement Error 9995-new business and endorsement binding suspended,AFE
TRONWEB Payment Unavailable through MCS/COLLECTIONS,MCS - MAPFRE Collections System
8001080009792 JUSTIN DELA CRUZ_ DOCUSIGN REFORM PROCESSED DAY AFTER ISSUE DATE_ AMOUNT OF $310.00 WAS CHARGED AGAIN ,Enterprise Acord Web Services
 Claim # 64010519000796 The agent is not receiving notification of new losses.,TronWeb - Interface
New Problem/CA008214 /Aihara & Associates/6401050007011 - named insured missing from drivers list,AFE
REQUEST FOR NEW BUSINESS DOCUMENTS PATCH 5201070019751 JOHN PETITTI,AFE
IT Ticket-Please issue proof of insurance to the DMV ,TronWeb - Interface
AGENT NOT ABLE TO BIND 0101804287676,AFE
6401040110049 - No error but agent is unable to upload photos.,AFE
Genesis / 8001060010368 / AZ / AFE / Agent calculates endt prem and gets message: CLI ID is Not NI or Spouse,TronWeb - Issue
***Job GC01120 ended abnormally. 08/01/19 06:18:06.,AS400A
***Job M_GC01470 ended abnormally. 08/01/19 06:27:51.,AS400A
***Job M_GC00680 ended abnormally. 08/01/19 07:44:38.,AS400A
***Job M_GC01490 ended abnormally. 08/01/19 08:23:15.,AS400A
5201070019733  REFORM ENDORSEMENT CHARGED BACK THE $5.97,TronWeb - Issue
Patch is needed to close all of the automatic diaries created by cs user on 7/31/19.,MCS - MAPFRE Collections System
A patch is needed to close all new accounts in the SLANDRY que.,MCS - MAPFRE Collections System
Daily Tronweb out of balances for July  -  spreadsheet attached,TronWeb - Reports
STAT - ISO INTERFACE JOB 7/2019 FOR IT TO RUN,TronWeb - Reports
Priority ** AZ Quote Prem Changed At Bind_ RAP,TronWeb - Issue
POLICY # 5204070002888 K JOHNSON'S LAWN REV # 7 ASSIGN TO FL NCL TEAM,NCL Cover-All - Issue
8001010070869 / GONZALES ***POI TO DMV***,TronWeb - Interface
***Job GC00400 ended abnormally. 08/02/19 07:46:58.,AS400A
"TronWeb - getting ""File already open Error #52 Routine: EjeJavaHTTP Bad file name or number""",TRONWeb
MTH Tronweb Losses for July  out of balances.   Spreadsheet is attached,TronWeb - Reports
bad file name or number error #:52_Unable to open TW & Tronador,TronWeb - Performance
TronWeb - bad file name or number Error # 52,TronWeb - Issue
TronWeb - file all ready open,TronWeb
July 30th AS400 & V12 collection policies did NOT import into MCS (Root Cause not currently known),MCS - MAPFRE Collections System
TronWeb - bad file,TronWeb - Issue
TronWeb - error 55 file all ready open,TronWeb - Issue
TronWeb - bad file name or number Error # 52,TronWeb - Issue
TronWeb - bad file name or number Error # 52,TronWeb - Issue
tronweb -  unale to login,TronWeb - Issue
TronWeb - bad file name or number error #:52,TRONWeb
error 55 when trying to open Tronweb,TronWeb - Issue
"On both 8/1/19 and 8/2/19, there were policies added to the change file sent to McCarthy, Burgess & Wolf that should not ",MCS - MAPFRE Collections System
8001080009796 system removed affinity % /  sign application documents notice says auto application was never received but esignature ,Enterprise Acord Web Services
bad file name or number error #:52_Unable to open TW,TronWeb - Issue
OOBs on attached Tronweb Daily Premium spreadsheet for July.,TronWeb - Reports
file already open error #55 jdesros (mpv-2k8dp1008),TronWeb - Issue
 New Problem / FIESTA AUTO INS CENTER / Policy#6401040122082 / CA / AFE / AGT BOUND AND SUBMITTED POL OCC DRVR IS SHOWING AS NAMED AND NAMED IS NOT ON THE POL,AFE
Unable to launch tronweb. -,TronWeb - Interface
New Problem/CA006908/Prime Source Insurance Services/0601804066618 - error in bind,AFE
Submit proof of insurance to the DMV for policy: POI REQUEST: 8001010027471,TronWeb - Interface
ISOHOME  Ended abnormally. ,AS400A
***Job MAILBOX_SW ended abnormally. 08/04/19 00:48:58.,AS400A
***Job MAILBOX_SW ended abnormally. 08/04/19 01:18:41.,AS400A
Delayed Tronweb Batch Cycle,AS400A
***Job GC00650 ended abnormally. 08/04/19 10:32:34.,AS400A
***Job W_TS00010 ended abnormally. 08/05/19 02:58:44.,AS400A
***Job W_TS00010 ended abnormally. 08/05/19 03:23:36.,AS400A
"BOA has not received file for 12,566.88 from 8/4/19 on rpt. MMAGC01680.(VRU#700463) But they do have an amount of 2,108.32 that does not appear on rpts. for 8/4",TronWeb - Reports
There is an OOB between the ECM reports (MMAEM02430 Detail report) And the MMAEM02210 Summary Report ,TronWeb - Reports
MAPFRE NCL Policy 8008030007534 AI error on Renewal,NCL Cover-All - Issue
"New Problem / JVan Financial / 8001060007457 / AZ / AFE / Invalid VIN entered for an older veh, work around do not work",AFE
Comparative Rater: Carrier Error: ERROR IN RATING NOT PICKED; ETA - 10/18; E - TBD,Enterprise Acord Web Services
PA UMB 8006150000693_Unable to Manually Renew,TronWeb - Issue
"New Problem/ Yardley Insurance Services, Inc. /Policy #8001080009796 /PA/APPA 5.2/Comp Rater (PL Rater) adding Affinity Discount when not selected",Enterprise Acord Web Services
8006010012188 / MENDA_UPDATED LOAN NUMBER FOR THE MORTGAGEE_CREATED AN INCR IN PREM OF $16 ,TronWeb - Issue
New Problem / JUDY DAVIS / Quote # NA / CA / AFE / Rates are not available for CA zip code,AFE
"New Problem / Doris Erica Mintz / 0106801079904 / AZ / AFE / The DL license field is incorrectly required for an excluded driver, without a license",AFE
***Job MAILBOX_DB ended abnormally. 08/05/19 23:04:40.,AS400A
mailbox_DB  failed with daily register,AS400A
LexisNexis - Auto File receipt notification,LexisNexis
Request binding auth for new agent and the agent code is 7137 ,AFE
80010818000917_TRN-20341:THERE ARE OPEN SUFFIXES. CONSEQUENCE MUST BE SELECTED,MAC - MAPFRE Admin Center
MIC TW - EFT File for 8/5/19 posted in TW as Agency Sweep,TronWeb - Financial
TronWeb Step 3 Report for company 80 (MMAGC01001) is out of balance as compared to Step 1 Report (MMAGC01022),TronWeb - Reports
5204070002852 -AI error on cancel ,NCL Cover-All - Issue
AFE speed is extremely slow,AFE
0101804326718 - TNC Hard edit during calculate premium in AFE,AFE
Myriad Ordering Error,TronWeb - Interface
6401040054552 Lena Pina_Trying to Manually Renw_Getting Non Existent Code Error,TronWeb - Issue
5201070019764 REQUEST FOR NEW BUSINESS DOCUMENTS PATCH,AFE
AFE Binding issues,AFE
 New Problem / MAPFRE Insurance Company /Quote #01046465559039 / CA / AFE/ agent advised that when calculates rate keeps Alternating between two premium amounts,AFE
***Job GC00650 ended abnormally. 08/07/19 02:05:12.,AS400A
***Job GC00650 ended abnormally. 08/07/19 02:22:24.,AS400A
***Job PNDCNCLP80 ended abnormally. 08/07/19 03:12:48.,AS400A
LexisNexis - Auto File receipt notification,LexisNexis
MCS is running extremely slow all week (since Monday 8/5/19 for entire group,MCS - MAPFRE Collections System
New Problem/MA/TrobWeb/Turn Off Daily Transaction Reports/398-20524/Philbin Insurance,TronWeb - Reports
NCC 8008030008631 AI Error on out of sequence endorsement,NCL Cover-All - Issue
Correct Validity Date for Agent 7107 on Basic Data Screen Co. 80,TronWeb - Issue
Change and Placement files not sent to the vendors,MCS - MAPFRE Collections System
 Please correct my extension # on the new assignments adjuster view - 52010719001043,TronWeb - Claims
New Problem/CA002820/20/20 Insurance Services/8001010036853 - AJAX Error,AFE
AFE Slowness being encountered by  department  ,AFE
