short_description,cmdb_ci
8006010026805 - On the policy there seems to be an issue with the payments being drafted.,TronWeb - Treasury
0107522384077/0107522383981 - Error during Caculate Premium,AFE
unable to open UMPD exposure,TronWeb - Claims
POLICIES LISTED BELOW ARE SENDING OUT A FINAL BILL AND THEN ADDING FEES LATER.,TronWeb - Treasury
***Job GC01120 ended abnormally. 05/18/15 12:55:50.,AS400A
8001010012993.  generate a declaration page.,TronWeb - Print
IAT services are not working ,MAC - MAPFRE Admin Center
Re: tronweb (MA) issue,TronWeb - Issue
Florida Umbrella Renewals/New Business,TronWeb - Issue
6401040020378 - Endorsement created REJECTION tech,TronWeb - Endorsements
6401030041614- Invalid Payment Plan for 103AS error when voiding endorsement,TronWeb - Issue
Report 201705MMAGC01990 dated 5/7/2017 is not opening in ECM Viewer.,TronWeb - Reports
***Job GC01120 ended abnormally. 07/13/17 06:17:06.,AS400A
***Job GC00400 ended abnormally. 09/20/18 08:31:40.,AS400A
"Violations, Accidents, and Suspensions are not displayed in dec pages",TronWeb - Print
September MTD out of balances - Monthly Losses,TronWeb - Reports
MIC Tronweb Remittance ECMViewer Reports Out of Balance - 2/19/13,TronWeb
Current Carrier - AUTOMATED REJECT REPORT FOR BATCH NO - 142021067,TronWeb - Interface
TronWeb Commission Detail for June 2017 dated 7/3/17,TronWeb - Reports
TW ISSUE,TronWeb - Issue
6401030045981 Proof of Insurance,TronWeb - Interface
"New Problem / B492WGAR / 6401040108365 / CA / AFE / Agent gets a page display error when starting, or accessing, and endt.",AFE
6401050009422 - Policy has only one risk Error - patch needed,TronWeb - Issue
***Job PRTPNCLCXT ended abnormally. 05/24/18 14:32:12.,AS400A
TW fatal error received when adjuster Shannon Kelly,TronWeb - Claims
New Problem - AFE - CA010469 - Unable to make protection quote,AFE
Submit SR22 to the DMV for Driver,TronWeb - Interface
8001010036418 VRU System Issue,ACIC Voice Response Unit - VRU
"New Problem - PA - AFE - Quote discrepancy, agent saved",AFE
8001010007493 - No renewal decs or invoice.  renewal is showing in Mac,TronWeb - Interface
Provide an exposure list of the policies impacted by IR1310671.  ,TronWeb - Treasury
6/22/15 CWIC Tronweb Prem Acct #4504 ck#1047779 $31.58 did not appear on MMAGC00650 nor sent to bank,TronWeb - Reports
Submit proof of insurance to the DMV for policy:  6401030028536,TronWeb - Interface
Submit proof of insurance to the DMV for policy: 6401040023868,TronWeb - Interface
0601800396839 rec quote errors after adding 2nd mortgagee and unable to issue policy,AFE
Unable to access claim# 52010717000644 in MAC. ,MAC - MAPFRE Admin Center
***Job M_GC01120 ended abnormally. 04/01/18 05:16:51.,AS400A
NEW TW Incident 8001010020399 Final Cancel notice did not generate,TronWeb - Treasury
***Job CNTWARCHV ended abnormally. 03/01/15 04:00:43.,AS400A
TronWeb- claim not assigned to driver.,TronWeb - Issue
Policy is not RONA cancelled when NSF is made to 1st renewal receipt before receipt expiration date,TronWeb - Treasury
MAC - Page Display error,MAC - MAPFRE Admin Center
MAPFRE - Policy 52-CA-001055191-0 - Error saving,NCL Cover-All - Issue
8001010017384 - TW has failed to place policy into pending cancel status although the last two bills were not paid.,TronWeb - Cancellations/Reinstatements
"new problem/afe/CA or statewide/when trying to view Forms in My Resources, the attachments do not match the description",AFE
MAC is running really slow,MAC - MAPFRE Admin Center
"MSB/ISO INFORMATION not pulling codes due to special character ""/"" in address",TronWeb - Issue
***Job GC01100 ended abnormally. 02/28/15 23:25:32.,AS400A
Policy 8006100000630 Tann Austin > issue with processing change,TronWeb - Issue
AFE FL_ Airbag is displaying as a Discount for Golf Cart - Defect #1271 Proj 111111_UAT_Testing 05/17/15 Release,AFE
* System allowed a policy to be bound that had a PIP claim / AIDTL237,AFE
Potential to display a Vehicle Usage type multple times - see attached,
6401020013105 EFT Draft Issue,TronWeb - Treasury
***Job GC01120 ended abnormally. 12/02/17 06:17:29.,AS400A
*New Problem - AFE - FL- FL033125 - 0107521131374 - The VIN is pulling the model as an Alpina when the correct model is ,AFE
6401040042832 - POI Request,TronWeb - Interface
New Problem-AFE-CA011009-8006010008105-Sweep payment option not working for MIC - URGENT,AFE
"MAPFRE NCL Polciy #8008030007482 Coverall cancelled for Business sold 9/5/17, TW still active - Cancel policy in TW",NCL Cover-All - Issue
 Agent processed ENDR and the current dec page lists what ENDR's were processed but does not reflect the name & address ,AFE
Test issue,Network (AD) Password
***Job GC01980 ended abnormally. 12/17/16 04:12:04.,AS400A
Policy errors when trying to submit AFTER payment has,AFE
TW MAC IS DOWN,MAC - MAPFRE Admin Center
Tronweb-SYSTEM LIMITATION,TronWeb - Issue
6401030001985 unique constraint on a manual renewal (see attachment,TronWeb - Endorsements
Add LOB to Existing Commission Chart 101 Company 52,TronWeb - Reports
MAC is not opening,MAC - MAPFRE Admin Center
***Job GC00530 ended abnormally. 02/22/14 22:34:34.,
unable to access tronweb,TronWeb - Issue
New problem/afe/ca/ca031996/0101808656740/agent cannot make down payment because of error message about submission option,AFE
"keying low mileage on renewals, cannot get past pay plan - 6401020024836",TronWeb - Treasury
Job PRTPNCLCXT was ended by Jakki Jejetti's request.  The next job in the group was started.,AS400A
 Error trying to print company 80 and 64 checks- TRN 20000003,TronWeb - Treasury
Submit proof of insurance to the DMV for policy: 6401030024715,TronWeb - Interface
MIC Tronweb (CCARD) - $536.80,TronWeb - Issue
6401030020091 & 6401040000011- Driver Listed More Than Once Error,TronWeb - Issue
Tronweb 6401040007464 unable to apply payment,TronWeb - Issue
Two TIN Technical Controls fired on one settlement.,TronWeb - Claims
8001010004075 Non Existent Code error,TronWeb - Endorsements
***Job GC01120 ended abnormally. 05/12/16 02:53:05.,AS400A
8001060005112 policy went into cancellation,TronWeb - Cancellations/Reinstatements
Excel logs for Job Failure,TronWeb - Issue
TW Commission Reports are not available on the ECM Viewer.,TronWeb - Reports
8001060007996--POLICY DID NOT CANCEL,TronWeb - Issue
8001060001637 $214.70 payment not showing on MMAGC00830 report,TronWeb - Reports
80040118000442 - Unable to open a property damage reserve,TronWeb - Claims
Troweb keeps freezing up on him (full desktop2),TronWeb - Issue
0101802096012 / down payment made but no policy number created.,AFE
TronWeb running extremely slow,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 6401040110375,TronWeb - Interface
New Problem / AFE / FL / 0107521908495 / AFE requiring license# even though driver is list only,AFE
Policy 5201070016357 was rewritten due to agent issuing policy 5201070016349 with wrong effective dates,AFE
***Job GC01250 ended abnormally. 10/14/18 01:22:34.,AS400A
New Problem-AFE-CA-CA006089-8006010015675-agent cannot endorse policy because it says xref is cancelled.,AFE
52010715000311 suffix 3 and 4 This claim did not go to ISO for PIP and Med Pay suffix,TronWeb - Interface
6/6/13 CWIC EFT Extract not = EFT payments Total Difference $20.00 4 policies $5.00 each,TronWeb - Treasury
Submit proof of insurance to the DMV for policy: 6401020017103,TronWeb - Interface
Submit SR22 to the DMV for Driver,TronWeb - Interface
5201070013900 Renewal premium is coming in so high,TronWeb - Issue
payment in company 80  - showing in a pending status,TronWeb - Financial
CURRENTCARRIER.REJECTIONS :AUTOMATED REJECT REPORT FOR BATCH NO - 142581073,TronWeb - Interface
8006010004357 - Stuck in Provisional with -2 Tech Control - patch needed,TronWeb - Issue
***Job MAILBOX_RP ended abnormally. 10/27/15 14:45:53.,AS400A
6401030003213 - Premium increase when processing endrs that should cause a decrease,TronWeb - Issue
Locked in Claim# 80010113000661.  ,TronWeb - Claims
TW CA Policy Did Not Renew ,TronWeb - Issue
Unable to send from tronweb- ,TronWeb - Claims
Tronweb 6401030016363 Please submit POI to DMV - ins received a notice of suspension,TronWeb - Interface
Tronweb MMAGC01420 issue reference INC1258324 AND PRB0010529,TronWeb - Treasury
"When adding the 2001 Toyota effective today the system did not allow me to, so I had to void the renewal first. I voided",TronWeb - Endorsements
Producer user id's in AFE Unable to quote (needs set up checked),AFE
***Job M_EARSRQST ended abnormally. 08/30/16 14:35:33.,AS400A
Losses do not match for MIC and COMMWEST on reports.,TronWeb - Reports
TW Prod : Driver accident/violation data is not moving from Incident master table (A2109165_MMA) to Policy level incident table (A2109160_MMA) for some drivers,TronWeb - Issue
***Job FTPHOMINSP ended abnormally. 07/30/14 06:28:19.,
payments stuck in settlements receipts,TronWeb
 6401040069725  Insured received a notice of suspension from the DMV. Can we please send proof of insurance to prevent the suspension.,TronWeb - Interface
Tronweb - need a patch run on a policy,TronWeb - Treasury
***Job NRNWFLTR64 ended abnormally. 03/23/15 20:30:07.,AS400A
"Cannot log into Tronweb company 64, 52, 80 > allows login but then main menu does not prompt",TronWeb - Issue
Policy 5204070001640 Error saving policy: TRN-: VARIABLE DATA HAS NOT BEEN TRANSLATED IN JAVA [ RISK 0 - Mcs90Mcs90bRequired],NCL Cover-All - Issue
***Job FTPIPIRPDF ended abnormally. 08/01/16 05:30:03.,AS400A
New Problem/ AFE/ CA/ 6401040054683/ Action show,AFE
ICD Codes for 2019,TronWeb - Claims
Submit proof of insurance to the DMV for policy:6401040046728,TronWeb - Interface
PA016293 / 8001080009428 / Bound Policy Paid In Full Issued at Higher Premium_RAP,TronWeb - Issue
Reopen INC1498769 6401040046703 CA Policy: MVR did not load in ECM Please,AFE
Fw:INC1469388 - Unable to open suffix on,TronWeb - Claims
new problem/afe/fl/fl018553/0107522391603/system wont rate vehicle since it is high value vehicle but agency should be allowed to,AFE
"VENDOR SHEETS FOR CHECKS #0000181044,    0000181045,    0000181047,    0000181066,   ",TronWeb - Interface
New TW prem accts CWIC #4504 & MIC #4449 Unclaimed,TronWeb - Treasury
Unable to complete Application. No errors.,AFE
TW Payee Text table update needed to issue a payment under claim 80010115001054,TronWeb - Claims
When agent went to issue policy the rate for comp and coll on veh 1 came back higher. Only change was effective date but,AFE
W: 6401020001242 KYLE MCHUGH Re: Error - ENTERED DATE IS PRIOR TO PREVIOUS DATE,TronWeb - Cancellations/Reinstatements
*0107520648257 - Premium amount changes by $343.00 when going from annual two payments to annual monthly EFT,AFE
8001010055464 GIDEON- Correct Vin and send POI,TronWeb - Interface
Policy #8001060005154 on TWAPC Error Report with Error Code H129-Renewal Invoice Missing,TronWeb - Print
Submit proof of insurance to the DMV for policy:6401030009330,TronWeb - Interface
Issues when taking a payment in MAC,MAC - MAPFRE Admin Center
MAPFRE - Policy 8004010003473 - NEED IT TO CANCEL,NCL Cover-All - Issue
New Problem / PA/ AFE / PA016293 / 8001080000121 / Vehicle model year must not be greater than 2 years old for NEW CAR ENHANCEMENT,AFE
Submit SR26 to the DMV for Driver,TronWeb - Interface
TronWeb 64 did not print today,TronWeb - Issue
***Job GC01960 ended abnormally. 03/14/18 07:59:39.,AS400A
I cannot modify a suffix or make a payment in MAC,MAC - MAPFRE Admin Center
new problem/afe/ca007930/6401040070687/dss status shows 'errored' for new business documents,AFE
Please help user release check#1043873 listed on ofac - did not print,TronWeb - Treasury
Submit proof of insurance to the DMV for policy:,TronWeb - Interface
Submit proof of insurance to the DMV for policy: 6401040052256 ,TronWeb - Interface
"In Tronweb > Cannot open any coverages for claim 80090118000003 > ""file is already open""  but nothing is there",TronWeb - Claims
***Job GC01001 ended abnormally. 10/23/16 03:11:56.,AS400A
8006170000868 - attempting to process a manual renewal,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 6401040001450,TronWeb
MAPFRE ***Job NCLRSPARC ended abnormally. 05/26/17 22:00:07.,AS400A
6401040043603 POI DMV 3 vehicles,TronWeb - Interface
Missing Report ,TronWeb
8001010002537 renewal 11/29/13 showing as expired and,TronWeb - Endorsements
MAPFRE - Policy 5204070000376 - Error saving policy: DOCUMENT RETAINED FOR TECHNICAL CONTROL [a2990700],NCL Cover-All - Issue
WEEKLY RENEWAL ERROR REPORT_FL Policies Did Not Renew,TronWeb - Issue
Policy 8001080002057 Zip code 21297 for Baltimore N/A,TronWeb - Interface
Submit SR22 to the DMV for Driver,TronWeb - Interface
TronWeb - Unable to launch TW - getting stuck loading after entering credentials - affecting coworker also,TronWeb - Issue
***Job GC01680 ended abnormally. 09/21/17 02:31:03.,AS400A
6401040016556 - There was an endorsement done to add vehicle and driver 04/01/16 effective for 04/30/16. No new renewal ,TronWeb - Print
Tronweb Daily Report:   MMACO00894,TronWeb - Reports
Attempting to add a 3rd vehicle to the policy and the system will not allow.,TronWeb - Issue
8001010067074 AFE removed all the driving information for the spouse ,AFE
Reinst with Lapse Form MUSA 20090 Missing Cancellation Date in XML,TronWeb - Print
Submit SR22 to the DMV 6401040013715,TronWeb - Interface
"New Problem / 070984/ FL / Applied Rater / Agent cannot quote auto, gets error message",AFE
12/14/13 MIC CWIC Tronweb AGENCY SWEEP 1690 and 1680 reports (missing from ECM),TronWeb - Reports
"Check # 1012979 for 1384.00 not on ECM report MMAGC00650 on 2/19, but went to bank.  Could you please look into this for",TronWeb - Print
cannot add a vehicle on Tronweb California MIC policy 8001010002394,TronWeb
E-mail address incorrect when clicking on b2c forgot password link,B2C
New TW incident- A driver is listed more then once error 6401040003750,TronWeb - Issue
Issue with TronWeb report #MMAGC00650,TronWeb - Issue
***Job GC00530 ended abnormally. 10/18/17 22:47:21.,AS400A
80010114000226 - sporadically has issues viewing check,TronWeb - Performance
TW request to increase reserve above limit - 80010816000290,TronWeb - Claims
